date;steps_n;proteins_g;kcal_in;kcal_junk_in;kcal_out_training;sleep_hours;stress_rel;weight_kg;waist_cm
02/02/2026;8810;130;2576;165;40;7;8;74,88647689;96,64476335
03/02/2026;14292;137;1690;494;215;6;9;74,3504788;96,14530921
04/02/2026;8507;159;2491;407;241;6;9;75,22440791;96,59455798
05/02/2026;13485;98;2512;311;148;9;2;75,11197941;96,33773393
06/02/2026;13400;91;1784;108;252;7;3;75,80877146;96,41716383
07/02/2026;9029;94;2225;260;86;8;1;75,16286051;95,59978419
08/02/2026;9305;162;2636;35;136;9;10;75,97256938;96,49984875
09/02/2026;11022;154;2665;413;27;6;2;75,11303114;96,36720893
10/02/2026;14996;110;2305;388;147;9;5;76,06499763;96,89307288
11/02/2026;9425;167;2668;78;217;9;5;75,46417662;96,76460549
12/02/2026;9444;170;2230;246;232;9;7;75,8616056;97,01102811
13/02/2026;10180;191;1988;128;91;7;1;74,88055922;96,30743774
14/02/2026;12670;157;2222;293;212;8;6;75,6252535;96,72308753
15/02/2026;9575;158;2343;97;261;7;7;75,06950261;95,76770463
16/02/2026;13634;163;2391;425;28;9;7;75,28058856;96,39295205
17/02/2026;9971;118;1911;11;284;9;3;74,36508856;96,34134204
18/02/2026;8365;172;2280;421;77;9;3;74,60769803;96,4311416
19/02/2026;10225;111;2031;34;83;9;1;73,96333334;96,20932607
20/02/2026;11868;190;2396;156;119;8;3;73,98893616;96,34292946
21/02/2026;10608;124;2327;187;169;8;1;73,61442028;96,24434005
22/02/2026;8848;93;2217;484;196;9;3;74,41545625;96,84214353
23/02/2026;8528;138;1825;415;127;9;8;73,59858592;96,30078535
24/02/2026;13598;162;1791;61;171;6;2;74,55119308;97,28551117
25/02/2026;8999;116;2461;478;214;6;5;74,40320462;96,56824714
26/02/2026;8489;110;2245;275;47;6;8;74,61283074;96,69295818
27/02/2026;11342;151;2388;327;161;7;3;74,03055595;96,22515329
28/02/2026;14668;142;2108;472;287;9;7;74,17734905;96,46048728
01/03/2026;11657;130;2110;335;7;9;1;73,22039708;95,92310651
02/03/2026;11889;175;1828;495;0;9;6;73,8690545;96,64476591
03/03/2026;11697;97;2629;322;155;9;10;73,14512695;96,31268377
04/03/2026;8675;124;1840;393;278;6;9;73,79315288;97,1420504
05/03/2026;11629;98;1692;295;62;7;9;73,39564276;96,94508533
06/03/2026;14238;148;2284;118;34;6;2;73,66176634;97,81329377
07/03/2026;11153;175;2193;329;194;8;6;73,05043736;97,49438643
08/03/2026;9369;137;1980;423;241;8;5;73,35426077;98,2548204
09/03/2026;12380;115;1798;314;168;8;6;72,82239185;98,10784107
10/03/2026;9370;179;1866;154;235;6;8;73,60233657;98,90072327
11/03/2026;12335;185;2294;79;45;7;1;73,46826403;98,5725408
12/03/2026;9632;192;2321;150;34;8;8;73,99928441;99,16960402
13/03/2026;10847;113;2106;386;203;7;5;73,88351428;98,71281285
14/03/2026;14129;107;1964;426;93;9;1;74,00108347;98,75915411
15/03/2026;9025;123;2416;56;199;8;2;73,46406793;97,79431921
16/03/2026;9793;162;2302;381;124;9;2;74,20797422;98,57964539
17/03/2026;10931;127;1952;167;99;7;8;74,10777002;98,11224595
18/03/2026;8232;100;1757;173;3;7;10;74,37174559;98,42272424
19/03/2026;11858;189;2289;194;212;9;1;73,84109943;98,35618088
20/03/2026;8696;146;2048;364;198;6;10;74,65597397;99,02700436
21/03/2026;12296;96;1750;122;134;6;3;73,93167008;98,29500601
22/03/2026;11563;124;1830;212;46;8;6;74,10835979;98,80466287
23/03/2026;12318;173;2174;489;261;8;2;73,34648207;98,50716681
24/03/2026;9712;108;1810;221;261;8;1;74,01623887;98,84980552
25/03/2026;10375;170;1658;257;38;7;4;73,68676706;97,87780089
26/03/2026;11627;111;1823;91;261;9;1;74,25109074;98,49915858
27/03/2026;9779;184;2243;87;16;9;3;73,57746163;98,13860902
28/03/2026;13595;186;2175;342;243;9;7;73,77764693;98,3007594
29/03/2026;12129;103;2621;6;192;8;1;73,50828139;97,77924159
30/03/2026;14072;156;2576;200;188;7;1;74,34296145;98,52780837
31/03/2026;13464;167;2035;488;97;6;9;73,72137427;98,20722358
01/04/2026;11811;176;1830;386;242;7;2;74,7143502;98,2686032
02/04/2026;8966;98;1657;42;234;8;9;73,74513493;97,58455758
03/04/2026;11969;108;1797;106;128;6;8;74,72853039;98,51379283
04/04/2026;9826;160;2361;329;271;8;8;74,34851657;98,01229709
05/04/2026;14590;144;1682;305;61;7;7;74,84855682;98,2081818
06/04/2026;13139;180;1866;296;100;6;3;74,7636733;98,18098958
07/04/2026;12423;125;2045;84;300;7;10;75,61794605;98,70467777
08/04/2026;12473;105;2121;24;189;8;2;75,12039701;97,80997248
09/04/2026;14021;128;1924;405;55;6;2;75,70139555;98,21594173
10/04/2026;8144;159;2520;314;184;9;5;75,4012959;97,44647825
11/04/2026;10266;159;2228;117;181;8;3;76,15412843;97,50961482
12/04/2026;10293;143;1980;37;149;7;7;75,71083604;97,24763585
13/04/2026;14977;129;2647;214;150;9;4;76,52960748;97,66640363
14/04/2026;12297;137;1908;40;225;9;3;75,68535602;96,72886645
15/04/2026;8301;174;2193;285;70;9;1;76,63913724;97,49598428
16/04/2026;11255;132;2521;257;97;9;6;76,0894793;96,59215295
17/04/2026;8120;182;1792;2;165;7;5;76,58494648;97,42489992
18/04/2026;14905;183;2233;187;161;7;3;76,03085584;97,19999284
19/04/2026;14709;135;2339;184;213;9;2;76,30401263;97,93076761
20/04/2026;8835;160;1821;114;277;9;3;75,7320677;97,54092694
21/04/2026;10023;163;2311;456;17;8;9;75,81745591;98,10425386
22/04/2026;12868;106;2071;378;145;6;9;75,35069548;97,64042011
23/04/2026;11003;111;1835;167;149;7;2;76,08496037;98,58752435
24/04/2026;11685;172;2347;73;24;8;2;75,87825501;97,59118487
25/04/2026;12631;161;2016;439;62;9;3;76,6809476;98,56833959
26/04/2026;11349;182;2292;318;218;8;9;76,32995805;98,03808299
27/04/2026;10606;91;2164;146;296;8;1;77,31578014;98,3311778
28/04/2026;14108;107;2337;248;11;7;9;77,15179958;97,96774579
29/04/2026;8490;117;2338;4;145;9;9;77,78933228;98,01851969
30/04/2026;13794;156;2059;302;205;8;4;77,54813442;97,57427528
01/05/2026;14915;192;2154;57;79;9;4;77,78001097;97,94400895
02/05/2026;12669;140;2112;381;167;6;3;77,70023506;97,13711656
03/05/2026;9532;152;1720;123;131;7;7;78,39036367;98,0266486
04/05/2026;8728;137;2304;268;271;6;5;77,75816732;97,67080799
05/05/2026;14210;107;2518;40;131;8;10;78,2456392;98,21153535
06/05/2026;8612;138;1767;6;258;6;7;78,21820265;97,3921161
07/05/2026;8844;102;2140;338;40;7;2;78,41833788;97,7732494
08/05/2026;10330;144;1725;161;109;6;9;78,27125649;97,25456485
09/05/2026;12535;91;1783;338;43;6;2;78,88914979;98,0758569
10/05/2026;9707;180;1955;287;127;6;5;78,52856149;97,3196681
11/05/2026;11307;126;1817;467;177;6;8;78,80643394;97,50063559
12/05/2026;8234;105;2299;272;170;6;4;78,30812649;97,26856724
13/05/2026;12771;168;1940;307;278;7;3;78,40488095;98,05760401
14/05/2026;10287;102;2432;403;40;8;3;78,39248861;97,48935673
15/05/2026;13857;120;1754;41;285;7;1;78,44325414;97,90477253
16/05/2026;14012;112;2518;306;31;8;5;77,80759922;97,85175464
17/05/2026;12136;131;2040;297;278;8;9;78,21783984;98,50598843
18/05/2026;8145;189;1880;91;281;7;5;77,52822196;98,19133537
19/05/2026;12722;181;2151;109;78;9;6;77,68558658;98,93703
20/05/2026;10668;108;1835;245;42;8;3;77,21710723;97,98109282
21/05/2026;10976;152;2083;454;291;9;5;77,5681347;98,28950315
22/05/2026;10534;129;2526;323;213;7;7;77,50431342;97,8157833
23/05/2026;10455;138;2063;65;197;9;10;78,30671799;98,01419139
24/05/2026;14705;139;2467;1;246;7;10;78,28869271;97,99029146
25/05/2026;9939;140;1778;425;100;9;4;78,78669983;98,12147091
26/05/2026;8808;109;1653;192;239;6;3;77,99747025;97,6656755
27/05/2026;10369;114;1812;381;17;9;4;78,29028037;98,02435618
28/05/2026;12989;139;2645;377;117;8;5;77,99795715;97,47336485
29/05/2026;10528;174;1702;474;264;6;7;78,31400729;97,49820836
30/05/2026;10391;130;1680;381;239;7;10;78,05508277;96,63664005
31/05/2026;10217;149;2564;132;267;8;8;78,25547852;96,66234727
01/06/2026;8124;141;2327;281;20;6;5;77,50820756;96,59926953
02/06/2026;9179;178;2459;372;125;6;4;77,54351841;96,79712671
03/06/2026;12777;110;2132;10;127;8;4;76,70970062;96,72151523
04/06/2026;14921;181;2429;235;224;9;8;77,50778422;97,6938452
05/06/2026;12412;185;1759;444;73;8;4;76,63401743;97,05015524
06/06/2026;14240;176;2555;262;198;7;4;77,03941577;97,97912468
07/06/2026;13485;123;1709;488;18;8;2;76,13823116;97,6358425
08/06/2026;8748;109;1933;412;226;6;8;76,61616093;97,80213035
09/06/2026;12018;178;2475;67;69;7;1;76,42303439;96,98608338
10/06/2026;14431;141;1856;1;10;9;7;76,72092811;97,0962935
11/06/2026;9632;163;2133;476;74;8;9;76,13767001;97,07352607
12/06/2026;10170;134;1715;199;131;7;4;76,55917758;97,61170057
13/06/2026;9397;105;2511;377;15;9;9;75,93314209;97,14621421
14/06/2026;13983;170;1904;364;76;9;3;76,56756741;97,46400268
15/06/2026;14024;154;2165;383;207;9;3;76,46116314;97,23101839
16/06/2026;8754;145;1682;334;8;8;4;76,49558065;97,7102844
17/06/2026;11990;98;1908;9;162;7;6;76,25745861;97,43678307
18/06/2026;14038;133;1766;219;154;6;3;76,8573675;98,4338594
19/06/2026;10455;135;2258;344;168;7;3;76,10452044;98,14170718
20/06/2026;12530;152;1715;77;94;6;5;76,73691912;98,18704596
21/06/2026;8372;165;1984;38;241;7;3;76,6231043;97,30545258
22/06/2026;8339;176;2460;101;30;9;4;77,21873321;98,17403418
23/06/2026;10012;186;2551;297;84;9;4;76,25494111;98,08651133
24/06/2026;13738;192;1959;87;64;9;1;76,43260308;98,93944665
25/06/2026;10937;191;2443;309;258;8;4;76,35998031;98,44606682
26/06/2026;14462;170;2498;391;10;9;10;76,76115306;99,1717604
27/06/2026;8515;153;1850;39;290;7;5;75,94222075;98,56747589
28/06/2026;14238;126;2627;102;221;9;3;76,37339019;98,58150804
29/06/2026;9838;191;1743;38;73;6;5;75,5682312;98,5579492
30/06/2026;10488;183;1865;423;179;9;5;75,77310917;99,00851374
01/07/2026;10602;145;1788;171;181;7;2;75,64245214;98,66288973
02/07/2026;14279;157;2301;176;292;7;5;76,34237652;99,23846609
03/07/2026;13923;110;2164;46;164;8;4;75,99952917;98,89190234
04/07/2026;10339;172;1788;222;24;7;3;76,6832066;99,07292845
05/07/2026;14740;182;1704;292;123;9;3;75,80837791;98,50227225
06/07/2026;13009;147;2502;226;97;7;8;76,29829738;99,03542527
07/07/2026;12593;175;1940;136;173;6;1;75,75267421;98,36356515
08/07/2026;12307;154;2108;372;256;9;4;76,15831449;98,65587932
09/07/2026;9220;156;2507;453;214;7;9;76,04264519;97,79064246
10/07/2026;11770;99;2041;421;120;9;6;76,2729637;97,82423643
11/07/2026;11388;153;1748;38;262;8;3;76,14847707;97,31169015
12/07/2026;12908;134;1810;498;113;6;5;76,26091305;97,91482627
13/07/2026;12708;192;1987;8;68;8;3;76,0493689;97,11280831
14/07/2026;12070;97;1742;351;13;6;10;76,35015477;97,35844297
15/07/2026;10373;163;2548;125;83;9;4;75,69390269;96,49440075
16/07/2026;8766;190;2021;232;275;7;7;76,39294751;97,26764548
17/07/2026;11510;142;1771;426;296;7;8;76,03256808;97,02056405
18/07/2026;10549;154;2615;309;52;9;8;76,44494566;97,61141716
19/07/2026;11324;106;2128;480;227;8;4;75,79170849;96,83725815
20/07/2026;12162;148;1886;456;254;9;3;76,72096159;96,95529609
21/07/2026;9771;182;1910;326;268;7;10;76,03931786;96,24599269
22/07/2026;12603;176;2461;403;154;6;9;76,34231924;96,49441407
23/07/2026;9585;128;2110;453;144;9;10;75,85922003;96,15915135
24/07/2026;14516;164;2341;346;96;8;5;76,68459276;96,7324762
25/07/2026;12787;125;2173;11;266;6;7;75,69385629;95,94686155
26/07/2026;8792;171;2215;115;47;8;1;76,68862195;96,25209632
27/07/2026;14768;168;1863;183;164;7;3;76,45458554;96,23454726
28/07/2026;12254;182;2620;171;41;9;2;76,8109799;96,88387317
29/07/2026;11519;134;2632;90;170;7;8;76,47425373;96,65692326
30/07/2026;10359;91;2511;253;95;6;2;76,61751895;96,96290891
31/07/2026;13558;173;1787;15;105;7;1;76,04387376;96,00686535
01/08/2026;15000;189;2400;313;221;9;5;76,18094424;96,43858181
02/08/2026;10393;129;1790;448;141;8;8;75,52977321;95,82899594
03/08/2026;10776;191;1848;243;212;7;2;76,22696893;96,06894603
04/08/2026;12109;135;1977;218;197;8;1;75,81394743;95,64968365
05/08/2026;11998;133;1836;139;211;7;10;76,70000337;95,97633834
06/08/2026;10784;108;2383;494;275;9;2;75,85796769;95,69064019
07/08/2026;10474;189;2257;319;274;8;2;76,25593627;96,4351713
08/08/2026;13108;184;2104;201;118;7;1;75,60451716;95,61602281
09/08/2026;10739;186;2170;342;162;9;7;76,37077392;96,50243143
10/08/2026;8949;171;2665;487;148;6;10;75,64151279;96,42507572
11/08/2026;10707;129;2441;29;84;6;8;76,13557834;97,14056084
12/08/2026;8282;161;2526;87;182;9;3;75,9210822;96,15457197
13/08/2026;9489;153;2040;409;148;9;2;76,36414803;97,01302444
14/08/2026;13016;124;2390;270;245;8;6;75,78174365;96,09411709
15/08/2026;11121;160;2329;165;150;8;3;76,17834436;96,64310489
16/08/2026;9959;185;1704;103;300;7;3;75,82711623;96,04464056
17/08/2026;14623;142;1997;259;101;7;10;76,57053446;96,44712459
18/08/2026;8405;94;1848;299;194;9;1;76,43683314;96,11302639
19/08/2026;10326;157;2216;244;183;9;9;76,75381708;96,72001565
20/08/2026;11297;104;2379;131;273;6;8;76,2322288;96,1555982
21/08/2026;9940;128;2561;421;271;8;10;76,97894947;96,874534
22/08/2026;8128;144;2517;321;181;7;6;76,76015175;96,24584361
23/08/2026;12969;109;1868;74;219;7;2;77,02522965;97,12467513
24/08/2026;14987;151;2123;453;245;8;10;76,41174732;96,1494201
25/08/2026;14456;174;2128;420;159;7;2;76,8306298;96,7928151
26/08/2026;14468;162;2633;110;48;7;4;76,36452655;96,65352179
27/08/2026;11002;181;1887;83;95;8;5;76,84869906;97,46493557
28/08/2026;8249;159;2632;204;175;8;7;75,97084473;96,60712919
29/08/2026;14469;187;1837;260;174;8;6;76,74169012;97,14834287
30/08/2026;13002;111;2010;468;241;7;8;76,56542601;96,5849402
31/08/2026;14033;112;2365;116;111;8;2;76,91457752;97,33848583
01/09/2026;14663;134;2386;22;99;6;8;76,09459999;96,49728213
02/09/2026;12872;153;2638;101;71;7;9;76,54816852;97,05306225
03/09/2026;12724;106;2530;63;131;6;10;75,66428425;96,39217563
04/09/2026;13331;125;2091;48;177;7;5;76,15001471;96,63196035
05/09/2026;12957;116;2639;177;5;9;8;75,70214859;96,05850148
06/09/2026;12563;112;2237;350;279;7;10;76,65642789;96,38990185
07/09/2026;11897;120;2239;294;96;9;8;76,05437445;96,08704906
08/09/2026;11595;178;2358;42;164;8;8;76,49628174;96,79827284
09/09/2026;13471;159;2202;7;7;8;4;76,01328091;96,22316334
10/09/2026;9220;126;2155;69;147;8;1;76,03988123;96,84742836
11/09/2026;8974;121;2602;336;61;9;4;75,99534468;96,83690497
12/09/2026;13019;104;1679;357;232;6;5;76,88588465;97,66852738
13/09/2026;9134;154;2521;42;64;8;6;76,40996925;97,35463794
14/09/2026;10647;190;1721;330;238;7;3;76,96585029;97,67257328
15/09/2026;13097;162;2615;247;23;8;6;76,9501797;96,96444715
16/09/2026;11181;91;2614;124;121;6;3;77,8912575;97,76853664
17/09/2026;10510;109;2275;492;281;6;6;77,44560308;97,04000034
18/09/2026;11059;183;2572;308;99;9;7;77,52139212;97,52005207
19/09/2026;10272;113;2597;77;276;7;6;77,46292511;96,54927531
20/09/2026;8714;170;2586;228;293;7;3;77,87462276;97,27522556
21/09/2026;12558;119;2001;418;231;8;8;77,53910159;96,40959045
22/09/2026;14779;109;1723;258;190;8;9;78,12693063;97,32141884
23/09/2026;10635;128;2390;392;22;6;9;77,66607285;97,09871378
24/09/2026;8757;105;2521;193;97;9;4;77,8722184;97,46905823
25/09/2026;8340;101;1950;12;157;7;1;77,57162953;96,70000801
26/09/2026;14741;125;2648;26;274;7;1;77,98233209;97,58575507
27/09/2026;8890;134;2290;342;98;8;9;77,17221595;97,53878144
28/09/2026;12408;109;2643;28;104;7;7;77,97650297;97,93570234
29/09/2026;14374;176;1881;369;173;9;9;77,22992659;96,99888902
30/09/2026;8031;135;2308;316;292;7;5;77,92590894;97,27717964
01/10/2026;13467;152;2452;124;228;6;5;76,96847325;96,40868455
02/10/2026;12379;139;2568;175;69;7;4;77,84127268;96,68835912
03/10/2026;13571;145;2374;188;202;7;1;77,55035312;95,9832287
04/10/2026;11377;135;2390;234;102;7;5;78,07655691;96,85283519
05/10/2026;13823;113;1749;491;92;7;3;77,2826223;96,77718307
06/10/2026;8265;155;2078;36;32;8;10;77,30146129;97,04812778
07/10/2026;10766;103;2135;425;40;6;3;76,77072244;96,64659883
08/10/2026;8247;130;1842;254;27;7;10;76,99901423;96,81598986
09/10/2026;10649;123;1681;28;44;8;9;76,36722682;96,81233546
10/10/2026;11816;123;2236;266;118;7;8;77,10669854;96,99076465
11/10/2026;9054;175;2118;461;9;9;4;76,22352273;96,74428187
12/10/2026;11592;120;2296;26;71;8;8;76,60732592;97,22527624
13/10/2026;12175;191;1886;212;77;9;5;76,11426674;96,57243855
14/10/2026;13708;154;2113;229;234;9;10;76,3339574;96,95870008
15/10/2026;14278;99;2653;394;15;6;4;75,84653195;96,08899976
16/10/2026;8925;156;2112;390;145;9;9;76,5722463;96,83667927
17/10/2026;9896;160;2435;192;196;9;6;76,07256623;96,21748574
18/10/2026;10082;101;1894;117;134;8;3;76,08075139;96,69589833
19/10/2026;10912;145;1930;197;54;8;6;75,59290762;95,76919739
20/10/2026;12216;189;2422;112;18;8;8;75,61440905;96,60961604
21/10/2026;14074;152;2282;368;172;6;5;75,16843666;95,63216199
22/10/2026;14867;109;2160;262;296;9;1;76,06599936;95,90099001
23/10/2026;12562;123;2042;338;137;7;4;75,69911436;95,71347318
24/10/2026;12330;134;2141;396;6;8;6;75,83135015;95,83865328
25/10/2026;8534;166;2449;264;63;7;1;75,68155077;94,96662119
26/10/2026;14054;138;2662;258;35;9;5;75,93872773;95,96470447
27/10/2026;11824;96;1742;107;152;6;4;75,35923597;95,17614854
28/10/2026;12401;157;2458;219;275;9;5;76,26145556;95,43387991
29/10/2026;13701;172;1691;358;53;9;9;75,60394407;94,6048614
30/10/2026;14057;99;1853;176;6;6;1;76,30864887;95,28551002
31/10/2026;9898;133;1729;409;232;7;8;75,54729574;95,09991091
01/11/2026;11930;159;2632;259;110;8;2;76,49077045;95,84440785
02/11/2026;13900;121;2581;104;41;6;4;76,4075203;95,46777747
03/11/2026;13154;168;2370;59;142;9;8;76,82686525;96,3785635
04/11/2026;9191;187;2416;423;61;6;4;76,49371173;95,43486062
05/11/2026;9917;155;1764;23;213;7;5;77,16538855;95,45693963
06/11/2026;9940;110;2490;331;16;8;4;76,48658115;94,98706711
07/11/2026;9564;182;2384;343;42;7;7;77,24429662;95,94728358
08/11/2026;8736;133;2348;390;281;9;8;76,33138369;95,44027547
09/11/2026;10293;134;2267;480;246;9;6;77,03163932;95,80459112
10/11/2026;14379;117;1748;262;275;6;5;76,86660966;95,36672864
11/11/2026;13019;107;2642;274;50;7;7;77,44675708;96,27878525
12/11/2026;12934;129;2192;293;149;9;7;76,75082086;95,60178896
13/11/2026;10018;114;2599;210;106;6;2;77,60531443;95,68830437
14/11/2026;11670;144;2502;424;243;7;6;77,56957198;94,81872921
15/11/2026;8611;149;2152;273;56;7;8;78,34948077;95,42880414
16/11/2026;8409;154;2417;185;166;6;3;77,99952145;94,81008925
17/11/2026;12511;155;1914;120;156;8;3;78,49653401;95,39043918
18/11/2026;11628;91;2207;287;128;8;3;78,17394446;94,46745298
19/11/2026;11044;99;2516;53;92;8;9;78,62760206;94,98108273
20/11/2026;9455;135;2469;102;155;7;9;77,84590682;94,04981673
21/11/2026;11076;170;2493;309;233;9;1;78,17304336;94,60775993
22/11/2026;10416;132;2665;297;0;7;4;77,71688743;93,78349778
23/11/2026;10429;184;1814;173;13;9;1;78,33850129;94,24104411
24/11/2026;12807;163;1768;18;299;9;3;78,02637907;94,05511347
25/11/2026;8395;191;2203;36;290;6;7;78,23474795;94,88776752
26/11/2026;11599;97;2593;147;14;7;2;77,50408494;94,79410682
27/11/2026;12792;98;2609;498;135;8;5;77,78677591;95,18948903
28/11/2026;8527;148;2398;425;298;8;5;76,97352498;94,71115946
29/11/2026;14952;142;2470;476;112;8;10;77,73563178;94,83687335
30/11/2026;14915;184;1795;204;27;9;5;77,17489919;94,18911335
01/12/2026;10504;182;2418;377;6;6;1;78,04083275;94,86800319
02/12/2026;13825;140;2080;25;146;6;1;77,92936373;93,90349689
03/12/2026;8786;173;1859;179;88;9;4;77,97365432;94,45500087
04/12/2026;9355;100;2218;1;10;8;10;77,77210297;93,8545273
05/12/2026;12856;100;1988;395;9;7;3;78,52578844;94,78469225
06/12/2026;10025;150;2610;255;283;8;9;78,11081623;94,43565134
07/12/2026;10609;174;2415;109;131;7;3;78,43975134;95,18147025
08/12/2026;11018;190;2417;60;189;8;10;77,53413693;95,17100877
09/12/2026;11789;191;2051;378;179;6;7;78,41753606;95,78533655
10/12/2026;13338;162;1906;251;16;9;3;77,69023435;95,00637852
11/12/2026;13604;140;2118;153;80;6;8;78,42357062;95,52480406
12/12/2026;9326;94;1756;155;35;6;7;77,5665846;94,77322432
13/12/2026;9450;147;1742;263;169;9;7;78,23457089;95,4946277
14/12/2026;8206;118;1895;368;208;8;4;78,18380179;95,20508445
15/12/2026;10847;152;2018;131;157;7;1;78,98788101;96,12145744
16/12/2026;10221;168;1742;442;140;6;5;78,81516667;96,08543191
17/12/2026;8975;115;2539;359;300;8;2;79,23835531;96,21639344
18/12/2026;13367;99;2019;50;29;6;10;78,38633121;95,30591342
19/12/2026;13142;163;1949;444;132;6;8;79,09135656;96,11448502
20/12/2026;14472;132;2007;286;257;9;7;78,79038629;95,20539243
21/12/2026;10846;120;2413;462;163;8;10;78,83016344;95,27493248
22/12/2026;11364;144;1954;165;122;9;4;78,04065058;95,02839772
23/12/2026;10933;131;1737;106;286;9;4;78,6148248;95,42220834
24/12/2026;11006;112;2447;77;238;8;2;78,33064801;94,90110534
25/12/2026;11939;135;1920;70;72;8;2;78,53811736;94,9859096
26/12/2026;14847;192;2043;380;22;7;9;77,61117547;94,45856945
27/12/2026;13459;176;2151;487;255;9;3;78,18522082;95,4201747
28/12/2026;8062;192;2004;172;288;7;6;77,44365562;94,525723
29/12/2026;13345;162;2551;80;255;9;8;77,81728005;95,24764055
30/12/2026;13187;135;2513;10;132;7;7;77,58977844;94,41689388
31/12/2026;8665;149;2463;192;150;7;6;78,34848143;94,98404053
01/01/2027;11882;180;2274;217;12;7;4;77,80200729;94,22089334
02/01/2027;12291;102;2598;145;142;6;9;78,5781813;95,06159925
03/01/2027;13334;192;2019;234;138;6;7;78,46300106;94,12964
04/01/2027;9377;141;1954;381;295;6;6;78,85575993;94,16931362
05/01/2027;13732;101;2064;66;269;7;5;78,54805853;93,44741026
06/01/2027;8945;113;2000;311;121;7;9;78,75157187;94,21320495
07/01/2027;9700;169;2092;329;123;7;6;78,62765415;93,38887436
08/01/2027;14453;177;1794;446;208;7;4;79,60014685;94,227158
09/01/2027;13829;118;1896;161;113;6;8;79,11184114;93,52111247
10/01/2027;10620;107;1665;380;86;7;10;79,33010625;94,05778997
11/01/2027;9034;150;2125;253;177;6;8;78,65736065;93,97834395
12/01/2027;11287;134;2424;90;243;8;5;79,07373408;94,80147127
13/01/2027;10889;178;1701;410;0;9;2;78,40745371;94,16204977
14/01/2027;10822;146;2146;358;251;7;6;79,33999525;95,11360658
15/01/2027;9100;132;1751;310;80;7;7;78,35066518;94,37199743
16/01/2027;11621;115;2182;99;160;7;9;79,03238474;95,03901257
17/01/2027;11889;134;2567;318;143;6;4;78,61300514;94,69745125
18/01/2027;14244;178;2282;236;239;7;9;78,61821963;95,29814577
19/01/2027;14037;145;1716;115;205;8;5;78,27785061;95,09746354
20/01/2027;10541;126;1955;211;70;6;5;78,77131627;95,47295552
21/01/2027;8219;112;2353;130;164;8;2;77,77853951;95,29891595
22/01/2027;11896;124;2140;352;109;7;1;78,64400405;95,80031755
23/01/2027;9600;138;2522;35;71;7;9;78,50294069;95,68150596
24/01/2027;13782;114;2207;171;129;7;9;79,04343924;96,41981024
25/01/2027;8897;145;2276;195;290;9;8;78,57685469;95,44387128
26/01/2027;14533;155;2201;308;297;9;1;79,01791667;95,46239408
27/01/2027;9011;191;2359;365;197;7;3;78,70321496;94,96403436
28/01/2027;12312;99;2252;241;131;9;3;79,36353606;95,6809016
29/01/2027;14829;147;2386;0;257;6;7;78,46712531;95,65629869
30/01/2027;11452;132;2385;429;162;6;6;78,66483278;95,72733051
31/01/2027;11350;104;2081;218;239;8;3;78,30498656;95,06035156
01/02/2027;13083;125;1844;93;209;7;5;79,05870459;95,90863645
02/02/2027;14519;92;1785;237;26;9;8;79,01155876;95,58721974
03/02/2027;11763;144;2637;168;147;7;9;79,44238029;95,66697816
04/02/2027;11061;170;2536;168;163;9;9;78,45118222;94,99488811
05/02/2027;9597;152;2074;342;260;6;1;79,05179679;95,90010482
06/02/2027;13446;172;2113;396;182;7;8;78,68353107;95,33898139
07/02/2027;10237;187;1874;148;112;8;2;79,34754519;95,99992158
08/02/2027;9248;97;1889;83;63;8;7;79,19868119;95,82946203
09/02/2027;14782;136;2144;165;295;8;5;79,72382186;95,97135386
10/02/2027;12001;101;1998;436;216;7;9;78,77717381;95,91473115
11/02/2027;8615;108;2271;242;162;9;7;79,10400625;96,03397868
12/02/2027;13449;119;1997;149;196;9;1;78,5086681;95,69688869
13/02/2027;9537;134;1785;44;76;8;1;78,80757867;96,47956931
14/02/2027;12260;151;1679;327;181;8;3;77,93275943;95,6798411
15/02/2027;11890;122;2599;1;31;7;8;78,64164865;96,17930719
16/02/2027;8064;168;1664;113;54;6;5;77,93267316;95,65668767
17/02/2027;12721;147;1852;114;257;8;3;78,08909089;96,01810873
18/02/2027;12899;176;2107;189;156;9;10;77,88332425;95,15919425
19/02/2027;11659;146;2093;31;57;8;1;78,73203463;95,29411196
20/02/2027;13411;132;2364;437;3;6;6;78,05909603;94,96157945
21/02/2027;8628;185;1900;207;226;9;8;78,60080302;95,30697413
22/02/2027;12637;152;2371;233;209;6;5;77,75337859;95,10649835
23/02/2027;14514;163;1868;477;199;7;9;78,68763201;95,59541574
24/02/2027;9842;189;1731;360;8;7;2;78,64704207;95,22458151
25/02/2027;9376;178;1664;140;75;7;4;79,02636861;95,54455698
26/02/2027;10397;140;2598;271;147;8;10;78,75475968;94,60373502
27/02/2027;12549;112;2305;7;75;9;6;79,11732336;95,22840497
28/02/2027;13189;149;1751;26;94;8;3;78,71213601;94,57117773
01/03/2027;14236;176;1795;4;136;8;5;79,51424075;95,00161881
02/03/2027;13852;99;1864;93;14;6;10;79,03056496;94,21392589
03/03/2027;12008;145;1758;118;297;6;4;79,25990632;95,20892758
04/03/2027;11318;118;2645;135;212;9;5;78,301181;94,22363532
05/03/2027;10625;92;2099;251;42;6;8;78,34782914;94,28297229
06/03/2027;8848;140;2105;133;36;6;9;78,06806115;94,07648195
